"module"	"local_status"	"rmd_count"	"html_count"	"rmd"	"html"	"sample_inputs"	"sample_outputs"
"FigureYa234panImmune"	"tracked-local"	"1"	"1"	"FigureYa234panImmune/FigureYa234panImmune.Rmd"	"FigureYa234panImmune/FigureYa234panImmune.html"	"FigureYa234panImmune/example.png"	"FigureYa234panImmune/Cibersort.pdf;FigureYa234panImmune/EPIC.pdf;FigureYa234panImmune/IOBR.png;FigureYa234panImmune/TIMER.pdf;FigureYa234panImmune/TIMER2.png;FigureYa234panImmune/example.png;FigureYa234panImmune/output_res.Cibersort.csv;FigureYa234panImmune/output_res.EPIC.csv"
"FigureYa235scDEG"	"tracked-local"	"1"	"1"	"FigureYa235scDEG/FigureYa235scDEG.Rmd"	"FigureYa235scDEG/FigureYa235scDEG.html"	"FigureYa235scDEG/easy_input_label.csv;FigureYa235scDEG/example.png"	"FigureYa235scDEG/Marker_gene_pointplot.pdf;FigureYa235scDEG/example.png;FigureYa235scDEG/output_pbmc.markers.csv;FigureYa235scDEG/plotA_1_UMAP_celltype.pdf;FigureYa235scDEG/plotA_1_UMAP_celltype_color.pdf;FigureYa235scDEG/plotA_1_UMAP_cluster.pdf;FigureYa235scDEG/plotA_all.pdf"
"FigureYa238corRiskMut"	"tracked-local"	"1"	"1"	"FigureYa238corRiskMut/FigureYa238corRiskMut.Rmd"	"FigureYa238corRiskMut/FigureYa238corRiskMut.html"	"FigureYa238corRiskMut/example.png"	"FigureYa238corRiskMut/cbioportal.png;FigureYa238corRiskMut/example.png;FigureYa238corRiskMut/forestplot.pdf;FigureYa238corRiskMut/mutual exclusivity plot.pdf;FigureYa238corRiskMut/scatter and boxplot for all mutation counts.pdf;FigureYa238corRiskMut/scatter and boxplot for non-synonymous mutation counts.pdf;FigureYa238corRiskMut/scatter and boxplot for synonymous mutation counts.pdf"
"FigureYa23count2TPM"	"tracked-local"	"1"	"1"	"FigureYa23count2TPM/FigureYa23count2TPMv2.Rmd"	"FigureYa23count2TPM/FigureYa23count2TPMv2.html"	"FigureYa23count2TPM/easy_input.txt"	"FigureYa23count2TPM/hoptop.png;FigureYa23count2TPM/output_count2tpm.txt"
"FigureYa240CRISPR"	"tracked-local"	"1"	"1"	"FigureYa240CRISPR/FigureYa240CRISPR.Rmd"	"FigureYa240CRISPR/FigureYa240CRISPR.html"	""	"FigureYa240CRISPR/Method.png;FigureYa240CRISPR/depmap.png;FigureYa240CRISPR/heatmap.pdf"
"FigureYa243scMarkerGroupHeatmap"	"tracked-local"	"1"	"1"	"FigureYa243scMarkerGroupHeatmap/FigureYa243scMarkerGroupHeatmap.Rmd"	"FigureYa243scMarkerGroupHeatmap/FigureYa243scMarkerGroupHeatmap.html"	"FigureYa243scMarkerGroupHeatmap/example.png"	"FigureYa243scMarkerGroupHeatmap/CellType_marker_pheatmap.pdf;FigureYa243scMarkerGroupHeatmap/CellType_marker_pheatmap_AI.pdf;FigureYa243scMarkerGroupHeatmap/example.png;FigureYa243scMarkerGroupHeatmap/immune.combined.UMAP.pdf"
"FigureYa246supervisedGDSC"	"tracked-local"	"1"	"1"	"FigureYa246supervisedGDSC/FigureYa246supervisedGDSC.Rmd"	"FigureYa246supervisedGDSC/FigureYa246supervisedGDSC.html"	"FigureYa246supervisedGDSC/example.png"	"FigureYa246supervisedGDSC/boxplot of estimated auc in BX-795.pdf;FigureYa246supervisedGDSC/boxplot of estimated auc in DOCETAXEL.pdf;FigureYa246supervisedGDSC/boxplot of estimated auc in EHT 1864.pdf;FigureYa246supervisedGDSC/boxplot of estimated auc in EPZ-5676.pdf;FigureYa246supervisedGDSC/boxplot of estimated auc in EPZ004777.pdf;FigureYa246supervisedGDSC/boxplot of estimated auc in FR-180204.pdf;FigureYa246supervisedGDSC/boxplot of estimated auc in FULVESTRANT.pdf;FigureYa246supervisedGDSC/boxplot of estimated auc in LESTAURTINIB.pdf"
"FigureYa24ROC"	"tracked-local"	"1"	"1"	"FigureYa24ROC/FigureYa24ROC.Rmd"	"FigureYa24ROC/FigureYa24ROC.html"	"FigureYa24ROC/easy_input.txt"	"FigureYa24ROC/ROC.pdf"
"FigureYa255TIME"	"tracked-local"	"1"	"1"	"FigureYa255TIME/FigureYa255TIME.Rmd"	"FigureYa255TIME/FigureYa255TIME.html"	"FigureYa255TIME/example.png"	"FigureYa255TIME/TIME.pdf;FigureYa255TIME/example.png"
"FigureYa258SNF"	"tracked-local"	"1"	"1"	"FigureYa258SNF/FigureYa258SNF.Rmd"	"FigureYa258SNF/FigureYa258SNF.html"	""	"FigureYa258SNF/method.png;FigureYa258SNF/snf heatmap with cluster number of 2.pdf;FigureYa258SNF/snf heatmap with cluster number of 3.pdf;FigureYa258SNF/snf heatmap with cluster number of 4.pdf;FigureYa258SNF/snf heatmap with cluster number of 5.pdf"
"FigureYa259circLink"	"tracked-local"	"1"	"1"	"FigureYa259circLink/FigureYa259circLink.Rmd"	"FigureYa259circLink/FigureYa259circLink.html"	"FigureYa259circLink/easy_input_links.csv;FigureYa259circLink/easy_input_nodes.csv;FigureYa259circLink/example1.png;FigureYa259circLink/example2.png"	"FigureYa259circLink/circLink.pdf;FigureYa259circLink/example1.png;FigureYa259circLink/example2.png"
"FigureYa267scCellChat"	"tracked-local"	"1"	"1"	"FigureYa267scCellChat/FigureYa267scCellChat.Rmd"	"FigureYa267scCellChat/FigureYa267scCellChat.html"	"FigureYa267scCellChat/example.png"	"FigureYa267scCellChat/compareInteractions.pdf;FigureYa267scCellChat/example.png;FigureYa267scCellChat/immune.combined.UMAP.pdf;FigureYa267scCellChat/method.png;FigureYa267scCellChat/netVisual_diffInteraction.pdf;FigureYa267scCellChat/output_CTRLcount.csv;FigureYa267scCellChat/output_STIMcount.csv;FigureYa267scCellChat/result.png"
"FigureYa269scMetabolism"	"tracked-local"	"1"	"1"	"FigureYa269scMetabolism/FigureYa269scMetabolism.Rmd"	"FigureYa269scMetabolism/FigureYa269scMetabolism.html"	"FigureYa269scMetabolism/example.png"	"FigureYa269scMetabolism/example.png;FigureYa269scMetabolism/output_metabolic pathway score.txt;FigureYa269scMetabolism/select_pathway_gene_pheatmap.pdf;FigureYa269scMetabolism/significance_metabolism pathway_pheatmap.pdf"
"FigureYa26circos_R"	"tracked-local"	"1"	"2"	"FigureYa26circos_R/FigureYa26circos_R.Rmd"	"FigureYa26circos_R/FigureYa25circos.html;FigureYa26circos_R/FigureYa26circos_R.html"	"FigureYa26circos_R/example.png"	"FigureYa26circos_R/circlize.pdf;FigureYa26circos_R/circlize_rainbow.pdf;FigureYa26circos_R/example.png"
"FigureYa270panMeth"	"tracked-local"	"1"	"1"	"FigureYa270panMeth/FigureYa270panMeth.Rmd"	"FigureYa270panMeth/FigureYa270panMeth.html"	"FigureYa270panMeth/example.png"	"FigureYa270panMeth/Figure 1D delta between tumor and normal promoter methylation of interested genes in pancancer.pdf;FigureYa270panMeth/example.png"
"FigureYa271panMethExpr"	"tracked-local"	"1"	"1"	"FigureYa271panMethExpr/FigureYa271panMethExpr.Rmd"	"FigureYa271panMethExpr/FigureYa271panMethExpr.html"	"FigureYa271panMethExpr/example.png"	"FigureYa271panMethExpr/Figure 1E correlation between promoter methylation and expression of interested genes in pancancer.pdf;FigureYa271panMethExpr/example.png"
"FigureYa272scBulkCCCI"	"tracked-local"	"1"	"2"	"FigureYa272scBulkCCCI/FigureYa272scBulkCCCI.Rmd"	"FigureYa272scBulkCCCI/FigureYa272scBulkCCCI.html;FigureYa272scBulkCCCI/network.html"	""	"FigureYa272scBulkCCCI/EnrichScore.pdf;FigureYa272scBulkCCCI/download.png;FigureYa272scBulkCCCI/method_tissue.png;FigureYa272scBulkCCCI/network_igraph.pdf;FigureYa272scBulkCCCI/output_Correlative.cell_cell.interactions.txt;FigureYa272scBulkCCCI/output_tumor_subtype.Correlative.cell_cell.interactions.txt;FigureYa272scBulkCCCI/workflow.png"
"FigureYa275scAUCell"	"tracked-local"	"1"	"1"	"FigureYa275scAUCell/FigureYa275scAUCell.Rmd"	"FigureYa275scAUCell/FigureYa275scAUCell.html"	"FigureYa275scAUCell/example.png"	"FigureYa275scAUCell/UMAP_AUC_value.pdf;FigureYa275scAUCell/UMAP_AUC_value_label.pdf;FigureYa275scAUCell/cells_assignment.pdf;FigureYa275scAUCell/example.png;FigureYa275scAUCell/immune.combined.ISGs.type.UMAP.pdf;FigureYa275scAUCell/output_ISGs.type.DEGs.filter.list.csv"
"FigureYa276panSNV"	"tracked-local"	"1"	"1"	"FigureYa276panSNV/FigureYa276panSNV.Rmd"	"FigureYa276panSNV/FigureYa276panSNV.html"	"FigureYa276panSNV/example.png"	"FigureYa276panSNV/example.png;FigureYa276panSNV/frequency heatmap.pdf;FigureYa276panSNV/oncoprint.pdf"
"FigureYa277Immunomodulator"	"tracked-local"	"1"	"1"	"FigureYa277Immunomodulator/FigureYa277Immunomodulator.Rmd"	"FigureYa277Immunomodulator/FigureYa277Immunomodulator.html"	"FigureYa277Immunomodulator/easy_input_cna.txt;FigureYa277Immunomodulator/easy_input_expr.txt;FigureYa277Immunomodulator/easy_input_meth.txt;FigureYa277Immunomodulator/easy_input_subtype.txt;FigureYa277Immunomodulator/example.png"	"FigureYa277Immunomodulator/complexheatmap of immunomodulator.pdf;FigureYa277Immunomodulator/example.png"
"FigureYa282CMAP_XSum"	"tracked-local"	"1"	"1"	"FigureYa282CMAP_XSum/FigureYa282CMAP_XSum.Rmd"	"FigureYa282CMAP_XSum/FigureYa282CMAP_XSum.html"	""	"FigureYa282CMAP_XSum/CMAP_XSum.pdf;FigureYa282CMAP_XSum/figure1.png"
"FigureYa292HCCsubtype"	"tracked-local"	"1"	"1"	"FigureYa292HCCsubtype/FigureYa292HCCsubtype.Rmd"	"FigureYa292HCCsubtype/FigureYa292HCCsubtype.html"	"FigureYa292HCCsubtype/example1.png;FigureYa292HCCsubtype/example2.png"	"FigureYa292HCCsubtype/example1.png;FigureYa292HCCsubtype/example2.png;FigureYa292HCCsubtype/heatmap.pdf"
"FigureYa296VIPER"	"tracked-local"	"1"	"1"	"FigureYa296VIPER/FigureYa296VIPER.Rmd"	"FigureYa296VIPER/FigureYa296VIPER.html"	""	"FigureYa296VIPER/Figures/Target for each TF (bootstap).pdf;FigureYa296VIPER/Figures/Target for each TF(Co-regulon).pdf;FigureYa296VIPER/Figures/Target for each TF.pdf;FigureYa296VIPER/content.png"
"FigureYa299pancanSurv"	"tracked-local"	"1"	"1"	"FigureYa299pancanSurv/FigureYa299pancanSurv.Rmd"	"FigureYa299pancanSurv/FigureYa299pancanSurv.html"	"FigureYa299pancanSurv/example.png"	"FigureYa299pancanSurv/example.png;FigureYa299pancanSurv/forestplot of os risk table in pancancer.pdf;FigureYa299pancanSurv/output_combined dataframe with both gene expression and survival information.txt;FigureYa299pancanSurv/output_simple_sample_annotation.txt;FigureYa299pancanSurv/output_summary of cox result in pancancer.txt;FigureYa299pancanSurv/output_summary of gene prognositicationin pancancer.txt;FigureYa299pancanSurv/output_summary of km result in pancancer.txt;FigureYa299pancanSurv/prognostic heatmap.pdf"
"FigureYa300pancanCor"	"tracked-local"	"1"	"1"	"FigureYa300pancanCor/FigureYa300pancanCor.Rmd"	"FigureYa300pancanCor/FigureYa300pancanCor.html"	"FigureYa300pancanCor/example.png"	"FigureYa300pancanCor/combined correlation scatter plot of zscored oncogenic and NETs in pancancer.pdf;FigureYa300pancanCor/correlation scatter plot of zscored Angiogenesis and NETs in pancancer.pdf;FigureYa300pancanCor/correlation scatter plot of zscored EMT and NETs in pancancer.pdf;FigureYa300pancanCor/correlation scatter plot of zscored oncogenic and NETs in pancancer.pdf;FigureYa300pancanCor/example.png;FigureYa300pancanCor/output_nets score of all tumor sample across 32 tumor types.txt;FigureYa300pancanCor/output_oncogenic and nets score of all tumor sample across 32 tumor types.txt;FigureYa300pancanCor/output_simple_sample_annotation.txt"
"FigureYa301scCoExpr"	"tracked-local"	"1"	"1"	"FigureYa301scCoExpr/FigureYa301scCoExpr.Rmd"	"FigureYa301scCoExpr/FigureYa301scCoExpr.html"	"FigureYa301scCoExpr/Example.png"	"FigureYa301scCoExpr/Example.png;FigureYa301scCoExpr/UMAP_co-expression matrix.pdf;FigureYa301scCoExpr/correlation_dotplot.pdf"
"FigureYa31lasso_update"	"tracked-local"	"1"	"1"	"FigureYa31lasso_update/FigureYa31lasso_update.Rmd"	"FigureYa31lasso_update/FigureYa31lasso_update.html"	"FigureYa31lasso_update/easy_input_exp.csv;FigureYa31lasso_update/easy_input_suv.csv;FigureYa31lasso_update/example.png"	"FigureYa31lasso_update/example.png;FigureYa31lasso_update/lasso_legend.pdf;FigureYa31lasso_update/lasso_name.pdf"
"FigureYa36nSurvV3"	"tracked-local"	"1"	"1"	"FigureYa36nSurvV3/FigureYa36nSurvV3.Rmd"	"FigureYa36nSurvV3/FigureYa36nSurvV3.html"	"FigureYa36nSurvV3/easy_input.csv;FigureYa36nSurvV3/example1.jpg;FigureYa36nSurvV3/example2.png"	"FigureYa36nSurvV3/example2.png;FigureYa36nSurvV3/nSurv.pdf;FigureYa36nSurvV3/nSurv_best.pdf;FigureYa36nSurvV3/nSurv_med.pdf"
"FigureYa39bar"	"tracked-local"	"1"	"1"	"FigureYa39bar/FigureYa39bar.Rmd"	"FigureYa39bar/FigureYa39bar.html"	"FigureYa39bar/easy_input1.csv;FigureYa39bar/easy_input2.csv;FigureYa39bar/easy_input3.csv;FigureYa39bar/example1.png;FigureYa39bar/example2.jpeg"	"FigureYa39bar/CancerBar.pdf;FigureYa39bar/CancerBar_label.pdf;FigureYa39bar/GObar.pdf;FigureYa39bar/GObar_pval.pdf;FigureYa39bar/example1.png"
"FigureYa41GEO2lncRNA_update"	"tracked-local"	"1"	"1"	"FigureYa41GEO2lncRNA_update/FigureYa41GEO2lncRNA_update.Rmd"	"FigureYa41GEO2lncRNA_update/FigureYa41GEO2lncRNA_update.html"	"FigureYa41GEO2lncRNA_update/easy_input.csv"	""
"FigureYa42oncoprintV2_update"	"tracked-local"	"1"	"1"	"FigureYa42oncoprintV2_update/FigureYa42oncoprintV2_update.Rmd"	"FigureYa42oncoprintV2_update/FigureYa42oncoprintV2_update.html"	"FigureYa42oncoprintV2_update/easy_input.csv;FigureYa42oncoprintV2_update/easy_input_cli.csv;FigureYa42oncoprintV2_update/easy_input_pathway.csv;FigureYa42oncoprintV2_update/example1.png;FigureYa42oncoprintV2_update/example2.png"	"FigureYa42oncoprintV2_update/example1.png;FigureYa42oncoprintV2_update/example2.png;FigureYa42oncoprintV2_update/oncoplotLIST.pdf;FigureYa42oncoprintV2_update/oncoplotTop20_col.pdf;FigureYa42oncoprintV2_update/oncoprint_cli.pdf;FigureYa42oncoprintV2_update/oncoprint_cli_multi.pdf;FigureYa42oncoprintV2_update/oncoprint_cli_nobar.pdf"
"FigureYa47HRtable"	"tracked-local"	"1"	"1"	"FigureYa47HRtable/FigureYa47HRtable.Rmd"	"FigureYa47HRtable/FigureYa47HRtable.html"	"FigureYa47HRtable/easy_input.csv;FigureYa47HRtable/example.png"	"FigureYa47HRtable/example.png"
"FigureYa55panCancer_violinV2"	"tracked-local"	"1"	"1"	"FigureYa55panCancer_violinV2/FigureYa55panCancer_violinV2.Rmd"	"FigureYa55panCancer_violinV2/FigureYa55panCancer_violinV2.html"	"FigureYa55panCancer_violinV2/easy_input.csv;FigureYa55panCancer_violinV2/example.png"	"FigureYa55panCancer_violinV2/TP53expression.pdf;FigureYa55panCancer_violinV2/example.png"
"FigureYa58lncRNAreannotation"	"tracked-local"	"1"	"1"	"FigureYa58lncRNAreannotation/FigureYa58lncRNAreannotation.Rmd"	"FigureYa58lncRNAreannotation/FigureYa58lncRNAreannotation.html"	"FigureYa58lncRNAreannotation/easy_input.csv;FigureYa58lncRNAreannotation/example.png"	"FigureYa58lncRNAreannotation/Affy_GPL3921.png;FigureYa58lncRNAreannotation/Affy_GPL5188.png;FigureYa58lncRNAreannotation/example.png"
"FigureYa59Plus_GEO2DEG"	"tracked-local"	"1"	"1"	"FigureYa59Plus_GEO2DEG/FigureYa59Plus_GEO2DEG.Rmd"	"FigureYa59Plus_GEO2DEG/FigureYa59Plus_GEO2DEG.html"	"FigureYa59Plus_GEO2DEG/easy_input_expr.csv;FigureYa59Plus_GEO2DEG/easy_input_limma.csv;FigureYa59Plus_GEO2DEG/easy_input_pheno.txt"	""
"FigureYa59volcanoV2"	"tracked-local"	"1"	"1"	"FigureYa59volcanoV2/FigureYa59volcanoV2.Rmd"	"FigureYa59volcanoV2/FigureYa59volcanoV2.html"	"FigureYa59volcanoV2/easy_input_limma.csv;FigureYa59volcanoV2/easy_input_selected.csv;FigureYa59volcanoV2/example.png"	"FigureYa59volcanoV2/Volcano_advanced.pdf;FigureYa59volcanoV2/example.png;FigureYa59volcanoV2/volcano_classic.pdf"
"FigureYa60GSEA_clusterProfilerV2"	"tracked-local"	"1"	"1"	"FigureYa60GSEA_clusterProfilerV2/FigureYa60GSEA_clusterProfilerV2.Rmd"	"FigureYa60GSEA_clusterProfilerV2/FigureYa60GSEA_clusterProfilerV2.html"	"FigureYa60GSEA_clusterProfilerV2/easy_input_rnk.txt"	"FigureYa60GSEA_clusterProfilerV2/GSEA_example.png;FigureYa60GSEA_clusterProfilerV2/GSEA_multi_groups.pdf;FigureYa60GSEA_clusterProfilerV2/GSEA_multi_pathways.pdf"
"FigureYa61GSVA"	"tracked-local"	"1"	"1"	"FigureYa61GSVA/FigureYa61GSVA.Rmd"	"FigureYa61GSVA/FigureYa61GSVA.html"	"FigureYa61GSVA/easy_input2_for39bar.csv;FigureYa61GSVA/easy_input_expr.csv;FigureYa61GSVA/example.png"	"FigureYa61GSVA/example.png;FigureYa61GSVA/gsva.pdf"
"FigureYa64triangle"	"tracked-local"	"1"	"1"	"FigureYa64triangle/FigureYa64triangle.Rmd"	"FigureYa64triangle/FigureYa64triangle.html"	"FigureYa64triangle/easy_input.csv;FigureYa64triangle/example.png"	"FigureYa64triangle/example.png;FigureYa64triangle/triangle.pdf;FigureYa64triangle/triangle_directlabels.pdf;FigureYa64triangle/triangle_geom_text.pdf"
"FigureYa65SVM"	"tracked-local"	"1"	"1"	"FigureYa65SVM/FigureYa65SVM.Rmd"	"FigureYa65SVM/FigureYa65SVM.html"	"FigureYa65SVM/easy_input.csv;FigureYa65SVM/example.png;FigureYa65SVM/example_SVM-RFE.txt;FigureYa65SVM/example_lasso.txt;FigureYa65SVM/example_overlap.txt"	"FigureYa65SVM/A_lasso.pdf;FigureYa65SVM/B_svm-accuracy.pdf;FigureYa65SVM/B_svm-error.pdf;FigureYa65SVM/C_lasso_SVM_venn.pdf;FigureYa65SVM/example.png;FigureYa65SVM/lasso_SVM_venn.pdf"
"FigureYa69cancerSubtype"	"tracked-local"	"2"	"1"	"FigureYa69cancerSubtype/FigureYa69cancerSubtype.Rmd;FigureYa69cancerSubtype/How to get easy input from xena pan-cancer file.Rmd"	"FigureYa69cancerSubtype/FigureYa69cancerSubtype.html"	"FigureYa69cancerSubtype/example.png"	"FigureYa69cancerSubtype/CC.pdf;FigureYa69cancerSubtype/CNMF.pdf;FigureYa69cancerSubtype/Molecular_Subtype_CC/consensus001.png;FigureYa69cancerSubtype/Molecular_Subtype_CC/consensus002.png;FigureYa69cancerSubtype/Molecular_Subtype_CC/consensus003.png;FigureYa69cancerSubtype/Molecular_Subtype_CC/consensus004.png;FigureYa69cancerSubtype/Molecular_Subtype_CC/consensus005.png;FigureYa69cancerSubtype/Molecular_Subtype_CC/consensus006.png"
"FigureYa71ssGSEA_update"	"tracked-local"	"1"	"1"	"FigureYa71ssGSEA_update/FigureYa71ssGSEA_update.Rmd"	"FigureYa71ssGSEA_update/FigureYa71ssGSEA_update.html"	"FigureYa71ssGSEA_update/easy_input_immunity.rdata;FigureYa71ssGSEA_update/example.png"	"FigureYa71ssGSEA_update/Immunother.png;FigureYa71ssGSEA_update/Variant_Classification.png;FigureYa71ssGSEA_update/example.png;FigureYa71ssGSEA_update/ssGSEA.pdf"
"FigureYa73batchCorrelation"	"tracked-local"	"1"	"1"	"FigureYa73batchCorrelation/FigureYa73batchCorrelation.Rmd"	"FigureYa73batchCorrelation/FigureYa73batchCorrelation.html"	"FigureYa73batchCorrelation/easy_input.csv;FigureYa73batchCorrelation/example.png"	"FigureYa73batchCorrelation/HDAC1_EIF3I.pdf;FigureYa73batchCorrelation/HDAC1_EIF3I_NULL.pdf;FigureYa73batchCorrelation/HDAC1_cor.pdf;FigureYa73batchCorrelation/HDAC1_cor_NULL.pdf;FigureYa73batchCorrelation/example.png"
"FigureYa74OmicCircos"	"tracked-local"	"1"	"1"	"FigureYa74OmicCircos/FigureYa74OmicCircos.Rmd"	"FigureYa74OmicCircos/FigureYa74OmicCircos.html"	"FigureYa74OmicCircos/easy_input.csv;FigureYa74OmicCircos/example.png"	"FigureYa74OmicCircos/OmicCircos.pdf;FigureYa74OmicCircos/OmicCircos_plus.pdf;FigureYa74OmicCircos/example.png"
"FigureYa75bubble_volcano"	"tracked-local"	"1"	"1"	"FigureYa75bubble_volcano/FigureYa75bubble_volcano.Rmd"	"FigureYa75bubble_volcano/FigureYa75bubble_volcano.html"	"FigureYa75bubble_volcano/easy_input.csv;FigureYa75bubble_volcano/example1.png;FigureYa75bubble_volcano/example2.png"	"FigureYa75bubble_volcano/base_volcano.pdf;FigureYa75bubble_volcano/example1.png;FigureYa75bubble_volcano/example2.png"
"FigureYa80GOclustering"	"tracked-local"	"1"	"1"	"FigureYa80GOclustering/FigureYa80GOclustering.Rmd"	"FigureYa80GOclustering/FigureYa80GOclustering.html"	"FigureYa80GOclustering/example.png"	"FigureYa80GOclustering/GOclustering.pdf;FigureYa80GOclustering/example.png;FigureYa80GOclustering/method.png"
"FigureYa81immune_network"	"tracked-local"	"1"	"1"	"FigureYa81immune_network/FigureYa81immune_network.Rmd"	"FigureYa81immune_network/FigureYa81immune_network.html"	"FigureYa81immune_network/easy_input_HR.csv;FigureYa81immune_network/easy_input_immune.csv;FigureYa81immune_network/example.png"	"FigureYa81immune_network/Immune_network.pdf;FigureYa81immune_network/example.png;FigureYa81immune_network/output_HR_corlor.csv;FigureYa81immune_network/output_links.csv"
"FigureYa85timeROC"	"tracked-local"	"1"	"1"	"FigureYa85timeROC/FigureYa85timeROC.Rmd"	"FigureYa85timeROC/FigureYa85timeROC.html"	"FigureYa85timeROC/easy_input.csv;FigureYa85timeROC/example.png"	"FigureYa85timeROC/example.png;FigureYa85timeROC/timeROC.pdf"
"FigureYa87fish"	"tracked-local"	"1"	"1"	"FigureYa87fish/FigureYa87fish.Rmd"	"FigureYa87fish/FigureYa87fish.html"	"FigureYa87fish/easy_input.txt;FigureYa87fish/easy_input2.txt;FigureYa87fish/example.png"	"FigureYa87fish/example.png;FigureYa87fish/fish.pdf"
"FigureYa90subgroup"	"tracked-local"	"1"	"1"	"FigureYa90subgroup/FigureYa90subgroup/FigureYa90subgroup.Rmd"	"FigureYa90subgroup/FigureYa90subgroup/FigureYa90subgroup.html"	"FigureYa90subgroup/FigureYa90subgroup/easy_input.csv;FigureYa90subgroup/FigureYa90subgroup/example.png"	"FigureYa90subgroup/FigureYa90subgroup/example.png;FigureYa90subgroup/FigureYa90subgroup/subgroup.pdf"
"FigureYa92immune_gene_update"	"tracked-local"	"1"	"1"	"FigureYa92immune_gene_update/FigureYa92immune_gene_update.Rmd"	"FigureYa92immune_gene_update/FigureYa92immune_gene_update.html"	"FigureYa92immune_gene_update/easy_input_expr.txt;FigureYa92immune_gene_update/example1.png;FigureYa92immune_gene_update/example2.png;FigureYa92immune_gene_update/example3.png"	"FigureYa92immune_gene_update/example1.png;FigureYa92immune_gene_update/example2.png;FigureYa92immune_gene_update/example3.png;FigureYa92immune_gene_update/gene_1cell_ggplot2.pdf;FigureYa92immune_gene_update/gene_1cell_ggscatterstats.pdf;FigureYa92immune_gene_update/gene_Xcell.pdf;FigureYa92immune_gene_update/output_cor.txt"
"FigureYa94STEMbox_update"	"tracked-local"	"1"	"1"	"FigureYa94STEMbox_update/FigureYa94STEMbox_update.Rmd"	"FigureYa94STEMbox_update/FigureYa94STEMbox_update.html"	"FigureYa94STEMbox_update/example.png"	"FigureYa94STEMbox_update/STEMbox.pdf;FigureYa94STEMbox_update/STEMbox_withoutGeneSig.pdf;FigureYa94STEMbox_update/example.png"
"FigureYa97correlationV3"	"tracked-local"	"1"	"1"	"FigureYa97correlationV3/FigureYa97correlationV3.Rmd"	"FigureYa97correlationV3/FigureYa97correlationV3.html"	"FigureYa97correlationV3/easy_input_expr.csv;FigureYa97correlationV3/example.png"	"FigureYa97correlationV3/correlation.pdf;FigureYa97correlationV3/example.png"
"FigureYa9heatmap"	"tracked-local"	"1"	"1"	"FigureYa9heatmap/FigureYa9heatmap.Rmd"	"FigureYa9heatmap/FigureYa9heatmap.html"	""	"FigureYa9heatmap/Correlation.pdf;FigureYa9heatmap/demo1.png;FigureYa9heatmap/demo2.png;FigureYa9heatmap/pheatmap.pdf"
